	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

woodworking-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
155		416598			146363
160		903811			162944
165		1.0795e+07			8.72006e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6
75		15			14.2
80		59			58.45
85		181			187.36
90		762			819.16
95		2575			4342.84
100		10238			6694.6
105		39216			25808.8
110		153304			99256.2
115		608349			2.0062e+06
120		2.49015e+06			1.60958e+06
125		1.01467e+07			9.79271e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
50		1			1
80		16			16
85		18			19
90		65			65.2
95		90			79.9
100		269			271
105		412			302.5
110		1803			2626.9
115		3432			12457
120		15662			17999
125		38122			23200.9
130		150696			65976.2
135		421071			145439
140		1.51264e+06			1.23541e+06
145		4.4792e+06			4.17582e+06
150		1.52214e+07			1.3755e+07

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
80		11			11.64
90		19			19
95		35			34.2
100		77			84.2
105		101			82.76
110		241			271.28
115		365			353.96
120		675			698.32
125		1263			1229.58
130		2395			2420.72
135		3919			3765.22
140		8517			8348.4
145		14709			15545.7
150		27171			24145
155		56235			49432.5
160		105033			132646
165		188407			211235
170		404575			304753
175		782265			454565
180		1.42494e+06			1.62982e+06
185		3.21408e+06			2.07104e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
80		2			2
90		9			8.46
95		18			18.62
100		50			51.52
105		120			146.46
110		303			287.03
115		725			740.24
120		1721			1592.99
125		4191			5040.8
130		9594			7853.53
135		23038			12986
140		53993			70096.4
145		124910			220301
150		289302			259857
155		675581			703101
160		1.55208e+06			1.40993e+06
165		3.55652e+06			2.71982e+06
170		8.19611e+06			6.94368e+06

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		3			3
95		17			17.28
100		22			21.84
105		283			286.88
110		525			464.5
115		4670			1446.65
120		12883			6925.52
125		97201			234928
130		368100			1.79197e+06
135		2.27833e+06			6.739e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		3			3
80		8			8
85		14			14
90		75			74.7
95		87			86.7
100		710			769.06
105		926			770.31
110		8846			3905.37
115		12840			11917.4
120		108365			133543
125		169006			21563.1
130		1.30205e+06			83546.9
135		2.21813e+06			1.44157e+06
140		1.31859e+07			668363
145		2.38291e+07			2.41421e+06

p26.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		8			8
80		50			49.48
85		133			136.54
90		1045			1063.61
95		4734			4310.1
100		30755			32466.5
105		182245			224744
110		1.09017e+06			1.27487e+06
115		6.79585e+06			1.05429e+07

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		3			3
115		8			7.92
125		61			59.75
130		91			94.3
135		986			1169.54
140		1889			1713.66
145		16166			19026.5
150		42024			31959.7
155		259467			316437
160		897928			1.22025e+06
165		3.98687e+06			1.29878e+06
170		1.63566e+07			9.67036e+06
175		6.05817e+07			7.52211e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			5.99
75		13			12.96
80		73			82.41
85		280			282.26
90		1613			1367.58
95		9474			7421.83
100		60275			48139
105		402850			236114
110		2.78402e+06			1.7019e+06
115		1.89352e+07			8.19624e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		3			3
75		7			6.88
80		24			22.24
85		43			43.93
90		226			276.8
95		590			726.37
100		2796			2511.05
105		10095			10329.6
110		47841			10948.7
115		199826			60228
120		952970			964454
125		4.34587e+06			1.45218e+06

p28.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		3			3
95		15			15
105		171			176.84
110		211			217.88
115		2015			2576.78
120		2983			3020.86
125		28932			57183.4
130		50464			102178
135		458310			2.82472e+06
140		933258			697128
145		7.37105e+06			1.29476e+06

p23.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		5			5
80		20			20.74
85		28			27.48
90		93			103
95		196			211.08
100		536			598.24
105		1070			940.34
110		3042			1945.62
115		7195			4756.24
120		17621			15912.5
125		43015			37651.6
130		111708			304665
135		275275			308653
140		700770			532121
145		1.80798e+06			955200
150		4.65243e+06			1.98049e+06
155		1.20153e+07			2.11993e+07
160		3.15372e+07			2.24863e+07
165		8.27478e+07			1.27827e+08
170		2.17045e+08			2.66614e+08

p21.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
40		1			1
60		2			2
65		3			3
70		7			7
75		12			11.48
80		30			30.36
85		56			53.3
90		141			124.16
95		468			437.46

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		3			3
115		11			11
125		66			66.44
130		70			81.02
135		704			1296.67
140		860			980.61
145		7468			7059.11
150		10998			8518.83
155		84121			74045.2
160		154640			125323
165		927598			1.10745e+06
170		2.06641e+06			416867
175		1.04184e+07			2.50243e+06
180		2.71615e+07			3.19239e+06
185		1.17677e+08			3.71345e+08

p24.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		5			4.84
80		15			15.84
85		24			24.48
90		69			71.08
95		150			152.78
100		485			415
105		1243			1455.15
110		4666			4579.36
115		15819			17179.9
120		62603			51270.9
125		246179			135556
130		1.02661e+06			596884
135		4.24399e+06			3.32575e+06
140		1.78134e+07			1.63948e+07
145		7.27601e+07			3.23135e+07

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		5			5
90		19			19.6
95		57			47.6
100		203			181.73
105		967			1068.32
110		3354			3041.52
115		13654			10874.8
120		62773			34666.8
125		255957			754557
130		1.10668e+06			1.43998e+06
135		5.22433e+06			1.33477e+07
140		2.34503e+07			8.18105e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		5			5
90		12			12.21
95		49			51.48
100		125			112.66
105		592			424.94
110		1782			3119.5
115		7949			5754.43
120		27998			22480.1
125		129849			116970
130		504995			668730
135		2.4202e+06			2.31455e+06
140		1.04937e+07			2.21321e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4.02
80		32			32.66
85		94			101.4
90		368			397.86
95		1858			2043.36
100		9069			7375.96
105		35724			42539.1
110		177975			287121
115		710027			2.4742e+06
120		2.40917e+06			1.05694e+06
125		1.01918e+07			6.47028e+07
130		4.16458e+07			3.69564e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
50		1			1
60		3			3
70		6			6
75		7			7
80		20			21.15
85		26			24.14
90		81			83
95		109			118.73
100		264			268.4
105		416			391.29
110		1046			825.77
115		1812			1754.97
120		4511			4177.04
125		8855			8400.01
130		20201			17597.2

p27.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
80		7			7
85		11			11.38
90		55			53.96
95		127			137.69
100		535			451.74
105		1554			1867.58
110		6286			11546.4
115		19208			10009
120		77049			16725.5
125		249048			780453
130		889101			1.136e+07
135		2.78447e+06			1.49707e+06
140		1.01966e+07			625848

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
80		2			2
85		3			3
90		12			11.6
95		35			35.89
100		82			84.59
105		227			192.47
110		662			789.46
115		1584			1557.91
120		4077			4375.91
125		11291			8385.24
130		28311			19646.1
135		72580			60275.6
140		195551			118801
145		497457			340534
150		1.26559e+06			1.73497e+06
155		3.33987e+06			2.11489e+06
160		8.51305e+06			4.29262e+06
165		2.15841e+07			1.00729e+07
170		5.60019e+07			8.75848e+07
175		1.43339e+08			1.66582e+08
