	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

woodworking-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
80		7			7
85		11			11.56
90		55			56.26
95		127			122.95
100		535			375.42
105		1554			2253.75
110		6286			4983.24
115		19208			4686.87
120		77049			19507.2
125		249048			430990
130		889101			199003
135		2.78447e+06			1.11052e+06
140		1.01966e+07			1.03455e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		5			5
90		12			11.31
95		49			46.82
100		125			133.18
105		592			566.69
110		1782			2979.98
115		7949			5245.02
120		27998			29004.4
125		129849			74214.4
130		504995			533365
135		2.4202e+06			1.00283e+06
140		1.04937e+07			8.71581e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
90		2			2
100		4			4
105		30			30.4
110		40			43.6
115		158			148.18
120		289			264.58
125		1066			878.16
130		2833			2589.66
135		15718			8519.48
140		56151			41863.1
145		336669			325876
150		1.47149e+06			664679
155		8.52781e+06			2.32845e+07

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		6			6.2
75		13			13.14
80		73			72.15
85		280			268.92
90		1613			1619.73
95		9474			9228.27
100		60275			73760.6
105		402850			463120
110		2.78402e+06			3.23429e+06
115		1.89352e+07			6.31701e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4.02
80		32			32.88
85		94			90.88
90		368			269.54
95		1858			1301.26
100		9069			19008.2
105		35724			28916.9
110		177975			57053.6
115		710027			388639
120		2.40917e+06			3.49374e+06
125		1.01918e+07			6.78334e+06
130		4.16458e+07			7.93449e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		3			3
115		8			8.1
125		61			62.75
130		91			94.03
135		986			1049.82
140		1889			1414.49
145		16166			10103.6
150		42024			18971.5
155		259467			227921
160		897928			490118
165		3.98687e+06			1.02492e+07
170		1.63566e+07			1.17757e+07
175		6.05817e+07			1.33516e+08

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
45		1			1
60		2			2
65		3			3
70		6			6
75		21			21
80		51			51.12
85		164			162.29
90		544			367.11
95		1840			1747.86
100		6534			7192.6
105		25210			37465.5
110		87304			75975.1
115		292929			491400
120		1.05684e+06			2.4096e+06
125		3.71145e+06			7.18797e+06
130		1.23204e+07			5.4248e+06
135		4.22435e+07			9.18141e+06
140		1.46621e+08			5.28228e+08

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		5			5.16
80		15			15.45
85		24			24.96
90		69			57.86
95		150			165.86
100		485			603.51
105		1243			1330.04
110		4666			4400.38
115		15819			13120.6
120		62603			74596.4
125		246179			315738
130		1.02661e+06			693980
135		4.24399e+06			1.63431e+06
140		1.78134e+07			1.6944e+07
145		7.27601e+07			7.71064e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		4			4
75		5			5
80		20			21.12
85		28			28.96
90		93			78.92
95		196			194.82
100		536			482.16
105		1070			1391.62
110		3042			2007.24
115		7195			7349.3
120		17621			24560.9
125		43015			54370.8
130		111708			87467
135		275275			361915
140		700770			341171
145		1.80798e+06			1.17689e+06
150		4.65243e+06			5.03644e+06
155		1.20153e+07			5.0522e+07
160		3.15372e+07			5.87928e+06
165		8.27478e+07			1.52681e+08
170		2.17045e+08			1.01027e+08

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
80		2			2
85		5			5
90		10			10
95		51			51.88
100		106			100.47
105		799			712.62
110		2140			2721.91
115		17107			19936.4
120		60635			88042.5
125		414691			314434
130		1.74888e+06			1.18572e+06
135		1.03788e+07			6.60373e+06
140		4.76053e+07			1.04313e+08

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		3			3
115		11			11
125		66			66.98
130		70			71
135		704			982.72
140		860			848.83
145		7468			7412.14
150		10998			19241
155		84121			94041.4
160		154640			45720.8
165		927598			689184
170		2.06641e+06			1.08585e+06
175		1.04184e+07			5.33763e+06
180		2.71615e+07			3.46321e+06
185		1.17677e+08			1.31258e+07

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
60		1			1
70		2			2
75		3			3
80		8			8
85		14			14
90		75			75
95		87			87.54
100		710			904.72
105		926			790.83
110		8846			9822.35
115		12840			4297.41
120		108365			111967
125		169006			139160
130		1.30205e+06			690821
135		2.21813e+06			1.42193e+06
140		1.31859e+07			1.13931e+06
145		2.38291e+07			4.26628e+07

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
75		1			1
85		3			3
95		15			15
105		171			170.72
110		211			210.92
115		2015			2092.1
120		2983			2799.72
125		28932			7665.16
130		50464			101023
135		458310			77410
140		933258			2.895e+06
145		7.37105e+06			1.46378e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
105		1			1
110		4			4
115		10			10
125		95			97.72
130		122			120.49
135		1931			2075.11
140		3117			2690.62
145		42142			54059.1
