	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

elevators-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		75			75
15		149			149
16		371			371
18		408			408
19		1345			1296.2
20		17190			13293.5
21		78164			37858.6
22		91507			56841.2
23		146610			84606.1
24		167490			100031
25		543832			302115
26		4.77922e+06			2.63174e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		13			13
15		34			34
16		40			40
17		43			43
19		57			59.83
20		288			293.68
21		1043			1277.22
22		2388			1516.51
23		3375			2091.66
24		3922			5214.83
25		4280			2299.16
26		18386			13122.5
27		79687			247398
28		244088			92666.3
29		518039			512730
30		837919			1.9283e+06
31		1.04223e+06			302722
32		2.57002e+06			458894
33		1.09466e+07			5.37476e+06

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		28			28
15		37			37
16		64			64
17		73			73
18		127			127
19		136			136
20		1148			1041.94
21		2921			2882.1
22		4804			3717.62
23		7260			6562.74
24		11828			6727.71
25		14473			10161.2
26		88113			69873.4
27		276970			73816.7
28		603169			181702
29		1.01236e+06			608184
30		1.78454e+06			1.18099e+06
31		2.56093e+06			2.53604e+06

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		7			7
15		19			19
16		25			25
17		31			31
19		40			40.45
20		220			211.97
21		643			712.75
22		1338			1144.14
23		1823			2065.92
24		2114			1930.36
25		2399			2524.9
26		19517			26496.2
27		80119			429316
28		160934			87378.2
29		286874			73000.4
30		352495			205972
31		684574			412382
32		2.48411e+06			294894
33		1.08448e+07			1.54542e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		19			19
15		55			55
16		82			82
17		100			100
19		685			763
20		3187			3071.59
21		8632			9319.24
22		13276			9921.48
23		16225			15722.9
24		17812			14138.2
25		97543			30072.3
26		1.03437e+06			1.85304e+06
27		3.31267e+06			966304
28		5.61709e+06			5.1548e+06

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		23			23
15		89			89
16		155			155
17		199			199
18		221			221
20		4137			2763.65
21		16504			13683.5
22		35537			26956.6
23		57943			79063.3
24		66413			97466.8
25		131586			134913
26		769556			376667
27		4.4234e+06			1.01845e+06

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		148			148
15		491			491
16		687			687
17		736			736
18		785			785
19		4165			4737.39
20		27328			24019.3
21		107203			116632
22		278777			232950
23		475980			164864
24		571604			308908
25		1.1772e+06			520767

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
15		15			15
16		29			29
17		57			57
18		71			71
19		78			78
20		129			130.86
21		252			244.5
22		964			903.72
