	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

transport-opt11-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
337		6544			1922.99
338		7661			1967.03
339		8978			10165.1
340		10916			3958.76
341		13451			4399.18
342		17622			8536.05
343		23943			25131
344		35427			33147.7
345		55234			38713.6
346		93354			65879.1
347		164419			113995
348		304610			270289
349		576130			519319
350		1.11663e+06			1.18836e+06
351		2.18181e+06			1.39531e+06
352		4.30881e+06			2.67278e+06
353		8.53363e+06			8.16244e+06
354		1.69787e+07			1.61021e+07
355		3.38137e+07			2.67204e+07

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
218		1			1
252		2			2
256		4			4
259		5			5
261		6			6
262		8			8
264		9			9
265		10			10
270		12			12
271		13			12.84
273		14			14.45
274		15			14.59
276		16			16.2
277		17			17.18
280		26			25.67
283		31			30.94
284		32			31.54
285		33			32
286		34			33.88
287		35			35.19
288		36			35.1
289		39			36.74
290		46			44.69
292		49			51.58
293		53			52.23
294		55			53.59
295		60			61.45
296		69			68.18
297		76			67.65
298		78			81.63
299		91			80.89
300		98			92.32
301		99			95.94
302		108			93.64
303		122			131.08
304		137			124.79
305		161			145.1
306		169			156.94
307		181			194.27
308		201			190.7
309		224			235.6
310		227			230.13
311		256			241.74
312		277			279.51
313		285			306.76
314		352			318.52
315		384			374.96
316		392			364.27
317		457			452.58
318		493			524.94
319		506			552.81
320		539			599.98
321		639			739.21
322		654			729.25
323		759			869.33
324		821			873.48
325		838			717.7
326		953			937.39
327		1075			1059.52
328		1137			1327.28
329		1224			1225.94
330		1343			1231.18
331		1422			1439.57
332		1539			1609.38
333		1868			1774.54
334		1956			1937.47
335		2202			2230.62
336		2418			2197.92
337		2484			2553.37
338		2826			3405.32
339		3144			2485.7
340		3348			3076.92
341		3662			4353.87
342		4102			4108.25
343		4350			4119.25
344		4563			5769.04
345		5290			4229.94
346		5607			6969.23
347		6269			10381.2
348		6943			8307.94
349		7605			10999.6
350		8590			7067.27
351		9937			10616.8
352		11426			11917.6
353		13075			13457.2
354		16271			17722.7
355		21722			22096.9
356		30516			34525.8
357		49297			48469
358		83496			84390.9
359		150953			149617
360		283740			277731
361		547879			547532
362		1.07448e+06			1.0651e+06
363		2.12519e+06			2.12458e+06
364		4.22536e+06			4.2339e+06
365		8.4221e+06			8.42907e+06
366		1.68137e+07			1.68085e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
83		3			3
85		5			5
95		7			7
97		13			13
101		19			18.36
103		31			31.4
104		39			39
105		53			52.4
106		75			75.38
107		105			110.78
108		133			137
109		173			174.12
110		201			188.54
111		233			246.74
112		267			261.08
113		307			271.02
114		349			350.12
115		395			444.14
116		443			432.98
117		515			575.24
118		599			625.52
119		733			617.84
120		877			832.88
121		1135			1183.84
122		1421			1340.62
123		1925			1838.28
124		2789			3883.72
125		4485			5344.78
126		7765			5751.34
127		14611			16043.5
128		28741			27018.4
129		58655			57765.6
130		121673			121778
131		255111			147593
132		536767			595260
133		1.13146e+06			886162
134		2.38404e+06			2.62359e+06
135		5.01846e+06			7.66959e+06
136		1.05475e+07			1.28705e+07
137		2.21305e+07			2.46166e+07
138		4.63498e+07			6.73844e+07

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
90		3			3
91		11			11
92		31			30.8
93		80			80.49
94		197			198.66
95		471			456.99
96		1103			1048.37
97		2543			2426.2
98		5791			5603.94
99		13055			11978.7
100		29183			28659.4
101		64767			61938.2
102		142848			148251
103		313351			291511
104		684071			680911
105		1.48701e+06			1.40898e+06
106		3.22005e+06			3.36875e+06
107		6.94883e+06			6.93363e+06
108		1.49488e+07			1.68878e+07
109		3.20678e+07			4.52506e+07
110		6.8615e+07			5.07581e+07

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		1			1
256		2			2
257		3			3
258		4			4
259		5			5
260		6			6
261		7			7
262		8			8
263		9			9
264		10			10
265		11			11
266		12			12
267		13			13
268		14			14
269		15			15
270		16			16
271		17			17
272		18			18
273		19			19
274		20			20
275		21			21
276		22			22
277		23			23
278		24			24
279		25			25
280		26			26
281		27			27
282		28			28
283		29			29
284		30			30
285		31			31
286		32			32
287		33			33
288		34			34
289		35			35
290		36			36
291		37			37
292		38			38
293		39			39
294		40			40
295		41			41
296		42			42
297		43			43
298		46			50.62
299		50			53.2
300		57			48.85
301		68			56.83
302		86			33.22
303		118			74.14
304		173			122.89
305		278			267.07
306		470			485.11
307		848			647.5
308		1569			1163.68
309		3004			2785.63
310		5806			7291.39
311		11402			16277.4
312		22461			27254.3
313		44570			56042.9
314		88526			84579.6
315		176430			283109
316		351722			402196
317		702300			551184
318		1.40243e+06			798449
319		2.8027e+06			3.5666e+06
320		5.60122e+06			3.77815e+06
321		1.11983e+07			1.05145e+07
322		2.23885e+07			2.76855e+07
323		4.47692e+07			4.02711e+07
324		8.95227e+07			4.36729e+07

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
209		1			1
210		3			3
211		6			6
212		10			10
213		15			15
214		21			21
215		28			28
216		36			36
217		45			45
218		55			55
219		66			66
220		78			78
221		91			91
222		105			105
223		120			120
224		136			136
225		153			153
226		171			171
227		190			190
228		210			210
229		231			231
230		253			253
231		276			276
232		300			300
233		325			325
234		351			351
235		378			378
236		406			406
237		435			435
238		465			465
239		496			496
240		528			528
241		561			561
242		595			595
243		630			630
244		666			666
245		703			703
246		741			741
247		780			780
248		820			820
249		861			861
250		904			766.4
251		950			771.56
252		999			1539.16
253		1055			1053.13
254		1118			526.28
255		1196			1735.11
256		1289			428.29
257		1409			498.31
258		1556			233.32
259		1746			403.04
260		1979			578.27
261		2275			1068.56
262		2634			713.32
263		3083			1152.69
264		3624			1655.11
265		4292			2415.78
266		5097			1612.62
267		6098			2360.67
268		7347			2474.55
269		9001			4281.61
270		11314			5200.97
271		14885			13605.9
272		20906			13639.8
273		31986			28787.8
274		53583			40257.5
275		97356			77785.1
276		187877			236185
277		377087			304326
278		774208			676123
279		1.60868e+06			2.20947e+06
280		3.36109e+06			2.68962e+06
281		7.0364e+06			4.21028e+06
282		1.47317e+07			1.78798e+07
283		3.08163e+07			2.53585e+07
284		6.43776e+07			5.26441e+07
285		1.3429e+08			1.22732e+08
286		2.79701e+08			3.28715e+08

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
70		2			2
71		9			9
72		33			32.64
73		114			114.48
74		384			390.28
75		1271			1286.51
76		4151			4023.44
77		13416			13602.6
78		43014			44833
79		137061			148900
80		434637			407202
81		1.37301e+06			1.44912e+06
82		4.32369e+06			4.58438e+06
83		1.35798e+07			1.29956e+07
84		4.25547e+07			4.25716e+07

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
235		1			1
249		2			2
259		3			3
265		4			4
273		8			7.84
274		10			10.08
275		13			12.92
276		17			17.18
277		23			22.6
278		27			27
279		34			34.32
280		39			39.48
281		45			43.84
282		52			51.02
283		63			61.19
284		70			66.56
285		78			75.92
286		86			84.77
287		95			93.9
288		104			105.15
289		114			109.84
290		129			127.5
291		144			147.98
292		155			152.27
293		167			164.56
294		179			186.46
295		194			195.1
296		209			198.36
297		239			240.15
298		266			160.73
299		308			250.54
300		357			635.93
301		432			596.69
302		515			219.89
303		638			310.94
304		774			557.28
305		964			403.25
306		1168			462.11
307		1444			3620.72
308		1732			1577.05
309		2106			2429.24
310		2495			3416.13
311		2980			1159.59
312		3490			9993.42
313		4124			1562.22
314		4788			1365
315		5613			5800.59
316		6482			2306.57
317		7541			4314.03
318		8676			6085.67
319		10057			3923.12
320		11533			10356.5
321		13367			6088.87
322		15361			2859.1
323		17849			3112.18
324		20611			2030.46
325		24118			2683.67
326		28010			12213.7
327		33021			193573
328		38655			9985.56
329		45989			8733.97
330		54416			8639.32
331		65731			10758.9
332		79479			9566.33
333		99383			110765
334		127095			51886.1
335		173079			122636
336		250290			92082.1
337		397323			97432.4
338		680014			508729
339		1.26002e+06			498052
340		2.44232e+06			3.5306e+06
341		4.9319e+06			2.79548e+06
342		1.00985e+07			5.34188e+06
343		2.10422e+07			1.6648e+07
344		4.38324e+07			2.7889e+07
345		9.20834e+07			1.14758e+08

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
94		1			1
109		2			2
113		6			6
121		7			7
122		10			9.77
123		12			11.87
124		14			13.85
125		21			21.12
126		23			22.96
127		25			24.95
128		27			26.93
129		29			28.91
130		32			33.6
131		40			40.2
132		55			54.84
133		65			62.89
134		76			75.46
135		88			84.14
136		101			97.58
137		115			103.05
138		130			121.56
139		146			139.57
140		173			173.96
141		227			233.07
142		265			238.51
143		307			302.72
144		353			398.83
145		408			413.27
146		468			556.29
147		544			453.97
148		622			661.85
149		711			689.25
150		828			1112.44
151		978			988.86
152		1143			1318.69
153		1338			1116.79
154		1581			1011.94
155		1879			1763.49
156		2254			1290.32
157		2744			1970.82
158		3394			1583.64
159		4352			1800.8
160		5820			3770.61
161		8217			2150.1
162		12375			8219.94
163		19982			11674.1
164		34215			48614.3
165		61618			31175.6
166		115150			94517.8
167		220704			94556.1
168		430102			11561.1
169		846877			607135
170		1.67801e+06			2.27599e+06
171		3.33735e+06			2.70988e+06
172		6.65279e+06			1.80724e+07
173		1.328e+07			3.61267e+07
174		2.65302e+07			106682
175		5.30267e+07			621179
176		1.06017e+08			340843

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
68		2			2
69		5			5
70		9			9
71		14			14
72		20			20
73		27			27
74		35			35
75		44			44
76		54			54
77		65			65
78		77			77
79		90			90
80		104			104
81		119			119
82		138			127.08
83		159			170.28
84		188			269.67
85		221			224.98
86		271			96.26
87		331			169.12
88		422			536.49
89		538			263.48
90		718			184.32
91		986			620.79
92		1443			818.59
93		2222			1737.73
94		3651			1867.9
95		6300			8495.77
96		11394			14752.8
97		21268			13158.6
98		40702			25521.9
99		79106			49963
100		155493			83098.3
101		307716			334653
102		611935			546974
103		1.22046e+06			844979
104		2.43927e+06			2.02824e+06
105		4.8815e+06			2.59827e+06
106		9.77825e+06			3.78677e+06
107		1.95988e+07			1.11791e+06
108		3.93005e+07			1.47353e+07

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
72		1			1
73		2			2
74		3			3
75		4			4
76		5			5
77		7			7
78		10			10
79		14			14
80		19			19
81		25			25
82		32			32
83		40			40
84		50			52.34
85		62			61.52
86		76			66.46
87		94			65.79
88		114			85.87
89		141			102.21
90		175			99.96
91		222			164.42
92		282			182.15
93		361			184.27
94		461			227.36
95		589			239.83
96		751			440
97		956			253.66
98		1215			674.42
99		1547			638.4
100		1974			479.89
101		2557			1454.43
102		3384			1308.64
103		4701			1806.22
104		6994			5850.82
105		11558			5353.37
106		21599			15935.5
107		45894			43341.5
108		108573			68843.1
109		278302			504440
110		752787			190468
111		2.10934e+06			1.93849e+06
112		6.0464e+06			9.79278e+06
113		1.7593e+07			3.85939e+07

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
266		3			3
297		7			7
305		9			9
312		13			13
313		17			17
320		19			19
321		21			21
322		23			23
323		25			25
324		27			27
325		29			29
326		35			35
327		37			37
328		45			45
329		47			47
330		55			54.44
331		61			60.44
332		63			63.32
333		65			65.32
334		67			67.32
335		69			68.6
336		81			81.04
337		83			83.04
338		85			84.72
339		87			86.72
340		95			94.92
341		105			104.92
342		107			106.92
343		113			113.08
344		133			134.12
345		143			143.68
346		149			149.76
347		159			160.48
348		161			162.48
349		163			164.28
350		165			166.28
351		177			171.64
352		181			175
353		185			178.36
354		189			181.72
355		193			185.08
356		197			193.8
357		209			201
358		223			225
359		269			259.22
360		297			288.8
361		331			330.52
362		359			343.52
363		379			380.86
364		411			424.54
365		447			431.96
366		475			449.16
367		521			499.2
368		561			485.4
369		605			568.16
370		667			543.92
371		745			660.72
372		813			703.64
373		881			616.76
374		991			637.48
375		1121			2025.56
376		1263			900.24
377		1347			1171.64
378		1465			1080.68
379		1561			992.28
380		1675			1292.04
381		1781			1517.24
382		1929			2260.78
383		2067			1491.14
384		2215			1368.84
385		2401			2310.18
386		2645			1579.12
387		2895			6540.78
388		3253			3491.1
389		3587			6902.62
390		4087			2450.86
391		4655			2421.8
392		5175			2613.5
393		5925			4978.3
394		6617			3973.58
395		7477			4567.84
396		8385			12522.1
397		9397			4612.4
398		10559			4545.64
399		11855			20345.4
400		13355			12234.6
401		15063			12094.3
402		16983			8385.32
403		19323			475567
404		21929			8706.62
405		25275			14215
406		28837			8930.5
407		32895			13393.9
408		37581			19126.3
409		42853			18317.9
410		49153			14792.9
411		56109			19938
412		64001			10321
413		72943			10028.2
414		83193			21325.7
415		94921			24570
416		108173			25932.8
417		123297			83789.5
418		140187			54288.2
419		159615			114169
420		181871			29675.5
421		206771			42592.6
422		235531			32199
423		267111			57004.2
424		303369			57277.6
425		344435			51488.8
426		390545			52131.2
427		443363			51310.3
428		502663			65453.2
429		570481			297734
430		647073			76969.4
431		734215			377602
432		833527			118988
433		946065			119540
434		1.07531e+06			121342
435		1.22177e+06			142554
436		1.38882e+06			117624
437		1.57977e+06			78450.8
438		1.79586e+06			112996
439		2.04477e+06			148431
440		2.32646e+06			447618
441		2.6479e+06			617571
442		3.01441e+06			924942
443		3.43196e+06			1.74922e+06
444		3.9103e+06			217373
445		4.45556e+06			332688
446		5.07862e+06			1.01843e+06
447		5.7889e+06			164743
448		6.60111e+06			714419
449		7.53215e+06			901201
450		8.59988e+06			726134
451		9.83504e+06			2.32658e+06
452		1.1285e+07			556335
453		1.30613e+07			2.92232e+06
454		1.54734e+07			1.10446e+06
455		1.93058e+07			1.41025e+06
456		2.71791e+07			1.31455e+07
457		4.6218e+07			9.16342e+06
458		1.00384e+08			3.32419e+07
459		2.56954e+08			2.59132e+08

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
49		1			1
50		3			3
51		7			7
52		15			15
53		31			31
54		63			63
55		127			127
56		256			256
57		516			516
58		1041			1041.28
59		2104			2104.32
60		4265			4274.48
61		8684			8684.2
62		17798			17791.8
63		36821			36955.7
64		77188			78860.7
65		164755			160864
66		360129			336239
67		811079			624784
68		1.89256e+06			1.46441e+06
69		4.59219e+06			5.92571e+06
70		1.15975e+07			9.55669e+06
71		3.04182e+07			2.62508e+07
72		8.2475e+07			3.36872e+07

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
55		1			1
56		2			2
57		3			3
58		4			4
59		5			5
60		6			6
61		7			7
62		8			8
63		9			9
64		10			10
65		11			11
66		12			12
67		13			13
68		15			15
69		19			19
70		27			27
71		44			44
72		80			80
73		157			157
74		327			327
75		708			708
76		1593			1593
77		3727			3726.92
78		9089			9089.08
79		23092			23091.7
80		60939			60938.9
81		166155			166156
82		465159			465159
83		1.32888e+06			1.31958e+06
84		3.8535e+06			3.99702e+06
85		1.12942e+07			1.09115e+07
86		3.33501e+07			3.35265e+07

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		2			2
256		6			6
257		16			16
258		38			37.64
259		88			86.96
260		194			199.76
261		428			427.8
262		918			920.36
263		1984			1952.44
264		4202			4292.9
265		8980			8634.48
266		18878			22634.6
267		40040			39592.6
268		83730			85554.5
269		176572			161842
270		367721			314133
271		771873			673225
272		1.60205e+06			1.38472e+06
273		3.3499e+06			2.83347e+06
274		6.93332e+06			7.30421e+06
275		1.44508e+07			1.84398e+07

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
218		1			1
252		2			2
256		4			4
259		5			5
262		7			7
265		8			8
270		9			9
271		10			9.92
274		11			10.8
276		12			11.88
277		13			13.28
280		22			21.96
283		27			26.99
284		28			28.21
286		29			28.48
287		30			30.56
288		31			29.9
289		33			31.53
290		40			38.22
292		41			39.38
293		45			44.81
294		47			48.34
295		50			55.43
296		59			55.84
297		64			65.45
299		72			72.63
300		79			75.72
301		80			73.37
302		81			79.4
303		95			95.6
304		106			106.35
305		123			115.97
306		131			131.19
307		140			137.01
308		148			154.84
309		170			171.77
310		172			162.87
311		177			165.96
312		198			197.76
313		202			201.79
314		246			232.75
315		278			292.82
316		282			281.75
317		331			334.92
318		367			349.67
319		372			397.9
320		395			382.83
321		492			478.42
322		501			510.63
323		514			524.94
324		576			539.56
325		588			587.94
326		632			583.7
327		742			797.17
328		799			746.39
329		840			898.44
330		927			903.31
331		986			945.18
332		1050			988.2
333		1328			1181.42
334		1412			1415.23
335		1443			1819.23
336		1589			1665.28
337		1637			1571.84
338		1855			1896.34
339		2106			2471.57
340		2266			2527.55
341		2502			2586.1
342		2770			2693.64
343		2939			3038.23
344		3096			3004
345		3627			3385.32
346		3844			3553.16
347		4054			4115
348		4442			5029.54
349		4864			4307.53
350		5492			5978.57
351		6422			5939.2
352		7561			8370.62
353		9076			7712.53
354		11796			10828.8
355		16682			17264.4
356		25298			26064.7
357		43246			44671.3
358		76839			79241
359		143101			146154
360		275039			272320
361		538138			535819
362		1.06397e+06			1.06099e+06
363		2.11374e+06			2.11448e+06
364		4.21203e+06			4.20985e+06
365		8.40848e+06			8.41094e+06
366		1.67987e+07			1.67991e+07
367		3.3578e+07			3.35794e+07

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
95		2			2
96		8			8
97		31			31.28
98		96			97.16
99		304			325.7
100		854			802.28
101		2509			2508.32
102		6767			6933.69
103		19209			19156.1
104		50769			47734.1
105		141552			145536
106		370027			392078
107		1.0213e+06			1.06364e+06
108		2.65292e+06			2.45042e+06
109		7.27918e+06			6.69327e+06
110		1.88379e+07			1.88832e+07
111		5.15077e+07			6.1022e+07
112		1.33002e+08			1.30046e+08
