	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

transport-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
237		2			2
250		5			5
258		7			7
260		9			9
263		13			12.88
265		15			14.84
271		20			19.88
273		25			25
275		28			27.9
276		33			32.97
278		40			40.38
283		42			41.94
284		51			53.22
285		52			54.06
286		70			72.1
287		73			76.66
288		74			77.66
289		88			95.35
290		89			96.35
291		106			106.34
292		109			106.84
293		110			107.84
294		113			108.37
295		114			109.37
296		127			116.01
297		142			155.23
298		151			152.39
299		172			162.41
300		185			179.2
301		197			212.82
302		219			201.32
303		235			223.09
304		277			295.96
305		297			277.3
306		312			341.17
307		355			328.68
308		371			321.12
309		424			427.9
310		475			450.92
311		506			459.88
312		604			662.06
313		663			570.43
314		743			604.63
315		831			744.94
316		899			783.31
317		1057			878.58
318		1171			924.69
319		1289			1285.92
320		1445			2059.48
321		1602			1800.99
322		1829			891.07
323		2060			1355.01
324		2327			3091.18
325		2696			1747.1
326		3045			2256.42
327		3421			1741.6
328		3906			4360.82
329		4473			2684.75
330		5211			3462.81
331		5982			2897.39
332		6935			3727.44
333		8121			4348.44
334		9472			6853.26
335		11291			5730.64
336		13558			6138.52
337		16525			8502.41
338		21056			9595.25
339		27913			12215.2
340		39550			17686.2
341		60936			43946.4
342		101221			89924.3
343		181953			320391
344		342354			156276
345		672613			840006
346		1.34226e+06			1.32859e+06

p19.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
267		2			2
272		4			4
279		7			7
281		10			10
283		16			16
284		21			21.45
286		26			25.78
287		28			28.24
288		41			41.8
290		44			47.12
291		48			47.78
293		57			60.5
294		61			64.88
295		91			93.07
296		118			127.94
297		128			130.43
298		150			147.49
299		182			157.83
300		243			248.76
301		286			286.06
302		316			301.73
303		347			333.68
304		420			472.56
305		454			425.72
306		466			529.56
307		516			547.02
308		567			507.37
309		641			613.43
310		817			757.62
311		979			900.93
312		1210			996.59
313		1394			1673.09
314		1611			1408.67
315		2050			2424.16
316		2530			2380.94
317		2953			2896.57
318		3294			3583.18
319		3697			3682.74
320		4208			4307.43
321		4525			5381.99
322		4982			3829.73
323		5548			6863.86
324		6540			6760.11
325		7538			6651.01
326		8586			8898.25
327		10151			10212.3
328		12224			14139.3
329		14526			16687.4
330		17167			24182.3
331		20121			26572.2
332		24466			25927.2
333		28114			25391.3
334		32427			36738.4
335		36397			34421.3

p18.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
282		3			3
284		5			5
285		10			10
286		19			19
287		21			21
292		25			25.17
294		31			30.56
295		33			33.11
296		41			41.8
297		44			44.87
298		53			55.42
299		62			61.11
300		77			77.63
301		82			77.55
302		124			129.6
303		153			137.72
304		187			203.58
305		212			199.17
306		228			228.4
307		246			241.17
308		290			341.28
309		346			328.35
310		437			498.16
311		496			479.89
312		572			546.18
313		619			555.28
314		737			646.54
315		850			1048.82
316		977			1064.78
317		1087			1108.74
318		1348			1499
319		1585			1407.72
320		1945			1854.89
321		2247			2225.8
322		2542			2826.04
323		2913			2931.55
324		3370			3662.93
325		3845			4213.44
326		4581			5519.31
327		5294			5378.43
328		6039			5385.88
329		6691			6474.3
330		7803			7573.69
331		9083			9190.99
332		10693			12014.6
333		12468			12200.2
334		14350			13886.3
335		16275			13986.5
336		19138			20314.2
337		22478			26218
338		26540			25591.3
339		30663			42081.4
340		34949			33735.1
341		40168			31037.9
342		46774			35388.1

p15.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
297		4			4
300		9			9
303		11			11
305		13			13
306		17			17
314		19			19.24
315		21			21
320		24			24
321		26			26
322		42			40.8
323		44			42.6
325		75			74.74
326		80			79.95
327		82			85.14
328		104			105.53
329		110			107.69
330		121			125.8
331		151			158.36
332		155			146.34
333		163			161.08
334		175			183.91
335		179			177.3
336		185			185.58
337		188			192.07
338		195			186.81
339		221			228.65
340		238			239.68
341		242			223.65
342		257			263.71
343		262			264.4
344		269			272.12
345		309			321.89
346		368			345.78
347		458			427.23
348		558			566.54
349		776			799.49
350		1182			1116.83
351		1829			1898.9
352		3174			2960.97
353		6018			5441.81
354		11954			12599.4
355		24281			23596.7
356		50372			54225.1
357		104380			94712.1
358		218606			177625
359		455363			403040
360		953753			893528
361		1.98389e+06			1.45877e+06

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
255		2			2
277		5			5
278		9			9
279		14			14
280		22			22.12
281		36			37.7
282		51			52.98
283		69			66.01
284		90			88.06
285		113			105.76
286		140			138.86
287		169			171.46
288		202			201.43
289		237			239.57
290		276			278.57
291		319			296.64
292		366			358.57
293		416			389.65
294		471			501.63
295		534			549.7
296		603			605.37
297		683			768.49
298		770			721.38
299		875			752.38
300		989			1171.98
301		1129			1040.69
302		1288			1360.73
303		1498			1153.3
304		1761			2248.49
305		2137			1435.01
306		2701			1553.14
307		3675			5382.78
308		5440			2817.57
309		8913			7729.27
310		15940			11084.6
311		30602			28543.5
312		61434			39934.3
313		126765			117108

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
266		3			3
297		7			7
305		9			9
312		13			13
313		17			17
320		19			19
321		21			21
322		23			23
323		25			25
324		27			27
325		29			29
326		35			35
327		37			37
328		45			45.48
329		47			46.84
330		55			55.64
331		61			61.64
332		63			62.92
333		65			64.92
334		67			66.92
335		69			68.76
336		81			81
337		83			83
338		85			85
339		87			86.28
340		95			95.24
341		105			104.68
342		107			108.12
343		113			113.4
344		133			132.04
345		143			140.24
346		149			150.64
347		159			161.68
348		161			161.68
349		163			163.68
350		165			162.24
351		177			177.44
352		181			178.28
353		185			183.08
354		189			178.64
355		193			196.52
356		197			200.52
357		209			197.28
358		223			213.4
359		269			283.12
360		297			299.98
361		331			345.92
362		359			362.12
363		379			392.24
364		411			400.76
365		447			423.76
366		475			466.8
367		521			536.6
368		561			574.68
369		605			612.6
370		667			477.64
371		745			787.24
372		813			999.24
373		881			711
374		991			732.08
375		1121			928
376		1263			932.08
377		1347			926.6
378		1465			979.52
379		1561			2244.36
380		1675			1096.4
381		1781			1802.52
382		1929			1240.86
383		2067			1478.02
384		2215			1291.56
385		2401			1627
386		2645			1610.24
387		2895			1577.26
388		3253			3127.6
389		3587			4791.64
390		4087			2409.1
391		4655			2462.36
392		5175			3154.22
393		5925			5997.84
394		6617			4196.82
