	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

barman-opt11-strips

pfile05-018.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			220.56
17		279			282.44
18		3855			3580.28
19		5895			5254.16
20		71367			75717.3
21		122151			131669
22		1.32414e+06			1.75185e+06
23		2.50036e+06			1.70219e+06
24		2.46212e+07			1.39854e+07
25		5.06703e+07			2.96179e+07

pfile01-002.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			197.68
17		279			275.16
18		3855			2967.72
19		5895			4747.68
20		71367			85259.3
21		122151			236003
22		1.32414e+06			914372
23		2.50036e+06			1.81274e+06
24		2.46212e+07			2.35307e+07
25		5.06703e+07			2.8388e+07

pfile03-010.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			419
17		531			597
18		11311			10634
19		15579			20314
20		298075			377553
21		451419			574855
22		7.86258e+06			6.77574e+06
23		1.29751e+07			6.93752e+06

pfile04-013.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			660.24
17		863			855.4
18		25023			22997
19		32335			26714.9
20		857487			793838
21		1.2011e+06			882219
22		2.93992e+07			2.7589e+07
23		4.43656e+07			1.87492e+08

pfile01-001.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			199.76
17		279			230.44
18		3855			3843.92
19		5895			6490.2
20		71367			88714.2
21		122151			137935
22		1.32414e+06			2.07383e+06
23		2.50036e+06			2.40897e+06
24		2.46212e+07			3.14064e+07
25		5.06703e+07			1.98564e+07

pfile04-016.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			699.6
17		863			855.4
18		25023			23472.6
19		32335			34529.5
20		857487			650786
21		1.2011e+06			819217
22		2.93992e+07			2.41216e+07
23		4.43656e+07			4.32495e+07
