	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

barman-opt11-strips

pfile05-018.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			1097.66
17		1059			1063.32
18		34825			27006.2
19		43965			52431.9
20		1.33168e+06			1.07635e+06
21		1.81181e+06			1.58633e+06
22		5.09419e+07			6.7009e+07

pfile01-004.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		9			9
15		11			11
16		207			237.2
17		279			310.52
18		3855			3541.8
19		5895			5464.24
20		71367			60242.1
21		122151			141924
22		1.32414e+06			1.49436e+06
23		2.50036e+06			2.3836e+06
24		2.46212e+07			2.38171e+07
25		5.06703e+07			2.2084e+07

pfile03-009.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			405
17		531			569
18		11311			11685
19		15579			12070
20		298075			325357
21		451419			320187
22		7.86258e+06			1.01491e+07
23		1.29751e+07			1.11454e+07

pfile05-019.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			968.38
17		1059			1103.72
18		34825			27684.9
19		43965			33880.2
20		1.33168e+06			1.41334e+06
21		1.81181e+06			1.60353e+06
22		5.09419e+07			3.6167e+07

pfile03-011.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			414
17		531			449
18		11311			14486
19		15579			22066
20		298075			310993
21		451419			899348
22		7.86258e+06			5.77197e+06
23		1.29751e+07			1.78211e+07

pfile05-017.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			960.3
17		1059			1071.4
18		34825			22535.9
19		43965			36247.7
20		1.33168e+06			1.47446e+06
21		1.81181e+06			3.68395e+06
22		5.09419e+07			4.0815e+07

pfile03-012.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		13			13
15		15			15
16		427			442
17		531			497
18		11311			11431
19		15579			15021
20		298075			248886
21		451419			528483
22		7.86258e+06			9.52034e+06
23		1.29751e+07			6.67122e+06

pfile02-006.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			269.04
17		395			401.5
18		6921			7471.46
19		9973			13847.3
20		155157			177046
21		247955			293161
22		3.48326e+06			2.90944e+06
23		6.10424e+06			5.31719e+06
24		7.83038e+07			7.39101e+07
25		1.49012e+08			8.46026e+07

pfile02-005.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			297.16
17		395			459.96
18		6921			8511.16
19		9973			9818.74
20		155157			101737
21		247955			133362
22		3.48326e+06			5.57097e+06
23		6.10424e+06			5.37001e+06
24		7.83038e+07			1.04423e+08
25		1.49012e+08			1.49074e+08

pfile04-014.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			783.24
17		863			960.36
18		25023			23339.8
19		32335			19315.2
20		857487			1.13566e+06
21		1.2011e+06			1.11294e+06
22		2.93992e+07			1.45431e+08
23		4.43656e+07			4.52893e+07

pfile02-008.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			322.32
17		395			411.86
18		6921			7752.66
19		9973			10552.1
20		155157			129947
21		247955			368632
22		3.48326e+06			2.44462e+06
23		6.10424e+06			6.12574e+06
24		7.83038e+07			7.56203e+07
25		1.49012e+08			9.57695e+07

pfile02-007.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		11			11
15		13			13
16		307			313.44
17		395			368.2
18		6921			5474.2
19		9973			11566.6
20		155157			197293
21		247955			243756
22		3.48326e+06			7.73535e+06
23		6.10424e+06			5.24926e+06
24		7.83038e+07			5.24675e+07
25		1.49012e+08			1.72165e+08

pfile05-020.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		19			19
15		21			21
16		907			778.5
17		1059			808.8
18		34825			34851.9
19		43965			53468.2
20		1.33168e+06			1.49102e+06
21		1.81181e+06			1.46859e+06
22		5.09419e+07			6.97322e+07

pfile04-015.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
14		17			17
15		19			19
16		727			729.12
17		863			750.44
18		25023			21611.2
19		32335			39946.4
20		857487			1.69961e+06
21		1.2011e+06			2.89812e+06
22		2.93992e+07			4.88269e+07
23		4.43656e+07			5.92113e+07

pfile01-003.pddl
