	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

elevators-opt08-strips

p14.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
35		70410			57115.8
36		143449			95830.9
37		262108			880338
38		411404			574185
39		686153			380035
40		1.3697e+06			1.02748e+06
41		3.31483e+06			2.31129e+06
42		7.92476e+06			4.57357e+06
43		1.55277e+07			3.68387e+06

p25.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		4			4
15		16			16
16		34			34
17		37			37
18		43			43
20		126			109.54
21		395			406.36
22		966			826.93
23		1721			1295.64
24		2472			2150.61
25		2931			2236.67
26		4582			5447.12
27		15221			11393.7
28		57965			69033.7
29		152689			155627
30		294014			276278
31		421559			180758
32		578384			184299
33		1.43104e+06			369279
34		7.57042e+06			1.41713e+06

p12.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
16		6			6
17		8			8
18		10			10
20		14			14
21		23			23.78
22		51			64.88
23		89			88.1
24		111			114.36
25		147			135.34
26		205			196.68
27		369			365.89
28		767			960.68
29		1257			1267.14
30		2004			1717.77
31		2691			2150.68
32		4338			3951.92
33		7420			4174.59
34		14649			10212.6
35		28018			15240.8
36		44463			25399.8
37		71679			35331.2
38		111221			123190
39		202480			74868.7
40		391012			335127
41		750684			157343
42		1.39236e+06			366037
43		2.27927e+06			514067
44		3.98156e+06			1.32664e+06
45		6.86727e+06			1.90991e+06
46		1.32401e+07			1.13232e+07
47		2.63036e+07			2.16458e+07

p13.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
15		15			15
16		29			29
17		57			57
18		71			71
19		78			78
20		129			132.96
21		252			235.92
22		964			841.24
23		1750			1523.23
24		3043			2441.75
25		4237			4054.97
26		5702			6125.01
27		13008			12745.4
28		28768			12831.1
29		77289			61402.7
30		141166			67552.8
31		236474			144351
32		369747			308276
33		575296			192010
34		1.45312e+06			689720
35		3.47996e+06			1.80276e+06
36		8.52502e+06			5.76241e+06
37		1.51577e+07			4.09879e+06

p30.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		315			315
15		1257			1257
16		2513			2513
19		18738			19841.6
20		296796			235244
21		1.35643e+06			717483

p07.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		23			23
15		89			89
16		155			155
17		199			199
18		221			221
20		4137			3768.55
21		16504			13362.8
22		35537			23221.3
23		57943			51054
24		66413			57250.6
25		131586			107774
26		769556			708599
27		4.4234e+06			1.74255e+06

p05.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		51			51
15		88			88
16		151			151
17		188			188
18		226			226
19		2763			2995.42
20		8543			8478.08
21		21794			12319
22		31260			20948.5
23		40578			36307.6
24		49530			32936.8
25		443433			626006
26		2.35158e+06			770404
27		5.05985e+06			1.34634e+06
28		9.1657e+06			4.18612e+06

p22.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
13		8			8
14		29			29
15		71			71
16		92			92
17		106			106
19		280			259.8
20		1312			1203.51
21		3071			2953.88
22		5800			5877.58
23		7853			6600.67
24		9507			12478.3
25		17473			15424.8
26		60393			40948.5
27		183717			244071
28		385114			251772
29		672343			394485
30		925476			1.13999e+06
31		1.51268e+06			382653
32		4.62925e+06			833237
33		1.37768e+07			3.11861e+06

p01.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		7			7
15		13			13
16		25			25
18		28			28
19		37			36.58
20		99			97.54
21		267			271.95
22		426			421.16
23		698			591.29
24		811			599.23
25		1147			1128.77
26		2299			2259.32
27		6211			6750.58
28		12365			12020.5
29		21035			19077.2
30		33004			19561.8
31		43829			31003
32		82401			37169.8
33		176855			181982
34		448076			225294
35		889206			765836
36		1.66857e+06			1.16208e+06
37		2.54766e+06			1.76971e+06
38		3.94092e+06			5.26645e+06
39		8.52498e+06			2.60244e+06
40		2.00918e+07			3.6323e+06
41		4.89885e+07			4.90713e+06

p10.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		19			19
15		73			73
16		100			100
17		109			109
19		385			394.4
20		1894			2078.02
21		5911			5757.4
22		12364			10866
23		15998			18019.4
24		19450			24850.4
25		39359			22068.7
26		272229			282980
27		936942			1.14689e+06
28		2.23005e+06			447714
29		3.83252e+06			3.3845e+06

p04.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
13		26			26
14		101			101
15		201			201
16		251			251
18		276			276
19		4515			5059.6
20		21805			16373.3
21		54018			41052.7
22		78557			58684.1
23		90754			75746.2
24		101066			47494.8
25		1.59868e+06			369035
26		7.61492e+06			2.18872e+06

p26.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		148			148
15		491			491
16		687			687
17		736			736
18		785			785
19		4165			3986.25
20		27328			25429.2
21		107203			69671.7
22		278777			190689
23		475980			298537
24		571604			371848
25		1.1772e+06			686511

p06.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		19			19
15		55			55
16		82			82
17		100			100
19		685			679.15
20		3187			3059.92
21		8632			6529.42
22		13276			9227.16
23		16225			11340.9
24		17812			15253.3
25		97543			69923.1
26		1.03437e+06			350318
27		3.31267e+06			932454
28		5.61709e+06			1.48436e+06

p17.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
16		26			26
17		101			101
18		151			151
19		201			201
20		251			251
21		326			326
22		5622			5053.71
23		20583			19429.8
24		34120			35332
25		49789			34639.8
26		66879			66831.3
27		191951			226641
28		1.88323e+06			827661
29		4.76616e+06			1.84133e+06

p20.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		4			4
15		13			13
16		16			16
17		25			25
18		37			37
19		40			40
20		147			141.52
21		514			602.43
22		957			717.33
23		1443			1416.09
24		2324			2389.27
25		3144			3004.39
26		13877			13581.2
27		45127			35017.4
28		105218			94789
29		186038			84555.9
30		338200			153342
31		572085			341784
32		1.28446e+06			614346

p28.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		149			149
15		334			334
16		445			445
17		519			519
18		556			556
19		1222			1065.76
20		38035			48121.7
21		108192			87614
22		188034			80236.4
23		241746			165296
24		279012			185209
25		1.32116e+06			617023

p23.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		13			13
15		34			34
16		40			40
17		43			43
19		57			58.51
20		288			259.75
21		1043			959.63
22		2388			2013.69
23		3375			3732.64
24		3922			3256.37
25		4280			3859.15
26		18386			8552.56
27		79687			49365.2
28		244088			98961
29		518039			304195
30		837919			216236
31		1.04223e+06			829316
32		2.57002e+06			597230
33		1.09466e+07			3.20685e+06

p21.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		4			4
15		22			22
16		37			37
17		43			43
20		220			233.89
21		844			859.54
22		1424			1540.06
23		1843			1683.24
24		2034			2204.88
25		2452			2264.88
26		14772			26184.6
27		50467			41829.5
28		92722			57951.6
29		122292			158616
30		142238			97019.9
31		224578			96831.9
32		1.30574e+06			181815
33		4.69119e+06			1.06917e+06
34		9.21924e+06			1.83498e+06
35		1.31689e+07			4.35878e+06
36		1.58594e+07			2.24081e+06

p03.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
14		7			7
15		22			22
16		25			25
17		28			28
19		60			57.34
20		225			221.35
21		426			378.34
22		772			686.64
23		975			811.19
24		1126			1000.39
25		1381			1617.2
26		5916			7664.01
27		17918			17430.5
28		32290			20101.7
29		51765			63218.1
30		67989			38703.1
31		93482			108460
32		228760			377156
33		766891			238197
34		1.89276e+06			1.15803e+06
35		3.59185e+06			986248
36		5.49037e+06			1.71844e+06
37		7.84087e+06			4.41048e+06
38		1.47963e+07			6.05395e+06

p24.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
13		19			19
14		91			91
15		118			118
16		145			145
19		814			773.98
20		5674			4430.74
21		15649			16460.6
22		20634			15291.3
23		25862			23717.1
24		26827			27757.2
25		63735			70465.5
26		628587			181869
27		2.97885e+06			1.62496e+06

p09.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		7			7
15		19			19
16		25			25
17		31			31
19		40			39.28
20		220			253.67
21		643			675.22
22		1338			1593.36
23		1823			1594.28
24		2114			1844.92
25		2399			1742.74
26		19517			15023.9
27		80119			59175.7
28		160934			89920.5
29		286874			203226
30		352495			286513
31		684574			953796
32		2.48411e+06			1.06275e+06
33		1.08448e+07			2.49028e+06

p08.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		75			75
15		149			149
16		371			371
18		408			408
19		1345			1349.38
20		17190			14097.6
21		78164			54049.5
22		91507			67101.4
23		146610			96608.5
24		167490			123121
25		543832			299522
26		4.77922e+06			2.23596e+06

p16.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
16		13			13
17		19			19
18		28			28
19		31			31
20		40			40
21		55			58
22		223			214.51
23		515			583.74
24		766			699.94
25		1093			812.01
26		1588			1324
27		2194			1377.8
28		7959			6352.74
29		19199			51638.1
30		39017			22065.8
31		62947			34265.8
32		105346			39460.4
33		165843			89057.5
34		428986			243500
35		1.14869e+06			465219
36		2.66433e+06			976547
37		5.72324e+06			1.20836e+06
38		9.95214e+06			3.60967e+06

p11.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
11		1			1
16		4			4
17		6			6
18		9			9
19		10			10
20		13			13
21		18			17.74
22		28			27.69
23		49			49.36
24		69			65.01
25		100			101.65
26		141			137.71
27		228			217.17
28		330			331.93
29		484			467.65
30		744			762.47
31		1110			1070.31
32		2136			1952.6
33		4053			3878.77
34		6438			6490.18
35		9481			8315.66
36		13601			11699.4
37		23120			16861.6
38		49694			28731.6
39		108910			67046.2
40		201411			288814
41		325585			1.04734e+06
42		511106			117250
43		861425			351154
44		1.85865e+06			940484
45		4.19696e+06			2.61544e+06
46		8.38066e+06			3.1379e+06
47		1.5137e+07			2.75344e+06
48		2.53289e+07			8.02418e+06

p27.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
14		3			3
15		7			7
16		12			12
17		13			13
18		14			14
19		17			16.52
20		47			47.3
21		155			150.24
22		235			239.06
23		327			319.83
24		370			388.51
25		441			427.11
26		2201			1946.01
27		7674			6518.14
28		14794			11637
29		21739			25319.9
30		28102			25402.4
31		40412			41591.4
32		135055			86628.8
33		746650			560907
34		1.84701e+06			678546
35		3.17698e+06			4.90894e+06
36		4.51155e+06			1.14008e+06
37		6.15626e+06			3.241e+06

p02.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
13		51			51
14		151			151
15		188			188
16		238			238
18		251			251
19		2753			2555.26
20		13573			11329
21		32300			27294.6
22		44554			48736.2
23		55026			38558.8
24		59448			51675.7
25		191936			118051
26		1.20417e+06			458073
