	Report:		ida*-bfs-vs-ss-bfs - using hmax heuristic - 100 probes.

visitall-opt11-strips

problem09-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		2			2
10		9			9
11		23			23.5
12		93			93.56
13		270			273.33
14		1081			1110.37
15		3385			3450.17
16		13541			13985.2
17		44466			44374.2
18		177861			177597
19		602756			594038
20		2.41084e+06			2.3951e+06
21		8.34688e+06			8.07695e+06
22		3.33832e+07			3.30489e+07
23		1.17281e+08			1.19455e+08
24		4.69052e+08			4.75557e+08

problem05-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		9			9
8		93			94.04
10		1065			1059.52
12		12645			12596.9
14		151593			151447
15		151833			156141
16		1.82529e+06			1.88175e+06
17		1.83424e+06			1.88843e+06
18		2.20412e+07			2.12528e+07
19		2.22525e+07			2.13455e+07
20		2.66717e+08			2.70458e+08
21		2.70793e+08			2.70547e+08
22		3.2326e+09			3.53316e+09

problem08-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
7		1			1
8		2			2
9		9			9
10		23			23.14
11		93			93.02
12		270			269.79
13		1081			1068.49
14		3385			3285.26
15		13531			13745.4
16		44420			43047.4
17		177059			179196
18		599953			593698
19		2.3804e+06			2.38896e+06
20		8.24962e+06			8.10015e+06
21		3.25447e+07			3.22261e+07
22		1.1469e+08			1.10719e+08
23		4.49715e+08			4.36243e+08
24		1.60523e+09			1.59237e+09

problem06-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
7		3			3
8		11			11
9		35			35
10		123			123.8
11		417			416.12
12		1487			1492.72
13		5213			5241.04
14		18735			18955
15		66835			67082.9
16		240743			240015
17		866757			869082
18		3.12336e+06			3.1383e+06
19		1.13034e+07			1.14081e+07
20		4.07291e+07			3.87748e+07
21		1.47856e+08			1.50651e+08
22		5.32705e+08			5.38925e+08
23		1.93765e+09			1.96888e+09

problem11-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		2			2
12		11			11.23
13		23			22.9
14		123			123.57
15		270			274.52
16		1495			1465.37
17		3385			3453.28
18		19261			19277.9
19		44471			45723.1
20		257915			262297
21		603373			605205
22		3.54789e+06			3.47318e+06
23		8.37817e+06			8.67054e+06
24		4.97747e+07			4.92169e+07
25		1.18356e+08			1.15209e+08
26		7.08702e+08			7.03505e+08

problem04-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		3			3
6		11			11
7		35			35
8		117			117
9		391			386.44
10		1269			1263.1
11		4367			4445.32

problem04-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
5		3			3
6		11			11
7		35			35
8		117			117
9		391			392.02
10		1269			1267.26
11		4319			4304.32
12		13961			14066
13		47873			48604
14		154971			161365
15		532209			516171

problem02-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
3		7			7

problem09-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
10		9			9
12		93			91.64
14		1081			1065.4
16		13541			13652.5
18		177861			173854
20		2.41084e+06			2.41658e+06
22		3.33832e+07			3.39121e+07
24		4.69043e+08			4.65926e+08

problem07-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
8		9			9
10		93			93.08
12		1081			1077.04
14		13521			14024
16		176257			174927
18		2.34997e+06			2.23834e+06
20		3.17068e+07			3.33815e+07
21		3.17089e+07			3.33815e+07
22		4.30502e+08			4.39579e+08
23		4.30614e+08			4.39579e+08

problem10-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
9		1			1
11		9			9
12		13			13
13		93			94.28
14		153			153.96
15		1081			1071.56
16		1909			1896.44
17		13541			13525.3
18		24981			24822.8
19		177873			172749
20		337853			338809
21		2.41216e+06			2.45495e+06
22		4.67589e+06			4.63623e+06
23		3.34478e+07			3.22665e+07
24		6.5788e+07			6.4318e+07
25		4.71231e+08			4.653e+08

problem08-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
8		1			1
9		3			3
10		11			11
11		35			35
12		123			123.16
13		417			417.16
14		1495			1505.16
15		5275			5270.2
16		19251			19514.5
17		69589			69880.1
18		256989			256939
19		942917			942943
20		3.50803e+06			3.53253e+06
21		1.29926e+07			1.29634e+07
22		4.85526e+07			4.83784e+07
23		1.80902e+08			1.80636e+08
24		6.77759e+08			6.99873e+08

problem02-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
1		2			2

problem05-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
4		1			1
6		11			10.92
8		123			125.76
10		1449			1360.28
12		17385			18001.1
13		17465			18058.7
14		210173			211635
15		213023			212442
16		2.55372e+06			2.50449e+06
17		2.62001e+06			2.60301e+06
18		3.11459e+07			3.40741e+07

problem11-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
12		9			9
14		93			92.6
16		1081			1072.72
18		13541			13588.2
20		177885			175418
22		2.41349e+06			2.46234e+06
24		3.35124e+07			3.38054e+07
26		4.73419e+08			4.67667e+08

problem03-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
4		9			9
5		11			11
6		89			84.52

problem10-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
10		1			1
11		3			3
12		11			11
13		35			35
14		123			123
15		417			416.48
16		1495			1500.2
17		5275			5241.48
18		19261			19103.1
19		69681			68878.5
20		257903			258745
21		948715			954279
22		3.54654e+06			3.51608e+06
23		1.31995e+07			1.34189e+07
24		4.97074e+07			5.0443e+07
25		1.86562e+08			1.87905e+08
26		7.06366e+08			6.93257e+08

problem07-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
6		1			1
8		9			9
10		93			92.84
12		1081			1096.48
14		13521			13696
16		176257			172595
18		2.34997e+06			2.37127e+06
20		3.17061e+07			3.17332e+07
21		3.17089e+07			3.17332e+07
22		4.30466e+08			4.07821e+08
23		4.30608e+08			4.07821e+08

problem03-full.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
2		1			1
4		9			9
6		81			81
8		705			746.6

problem06-half.pddl
bound		ida*-bfs (exp)		ss-bfs (exp)
5		1			1
7		9			9
8		11			11.16
9		93			94.36
10		123			120.8
11		1073			1062.16
12		1487			1454.72
13		13083			13020.8
14		18735			18837.2
15		163925			164535
16		240743			238325
17		2.08487e+06			2.13674e+06
18		3.1242e+06			3.05055e+06
19		2.67608e+07			2.58009e+07
20		4.07743e+07			4.06737e+07
21		3.45593e+08			3.55206e+08
22		5.34146e+08			5.73704e+08
