	0.34		1.37
	0.34		1.13
	0.34		1.00
	0.34		0.65
	0.34		0.21
	0.34		0.65
	0.34		0.69
	0.47		1.14
	0.47		0.27
	0.47		0.36
	0.47		0.85
	0.47		1.31
	0.47		1.75
	0.47		1.21
	0.47		1.48
	0.47		1.98
	0.47		0.91
	0.47		0.85
	0.47		1.79
	0.47		1.14
	0.47		2.40
	0.58		0.30
	0.58		0.94
	0.58		1.98
	0.58		0.48
	0.58		0.94
	0.58		1.64
	0.58		0.83
	0.58		1.00
	0.58		0.15
	0.58		1.45
	0.58		1.00
	0.58		0.51
	0.58		0.73
	0.58		0.48
	0.58		0.69
	0.58		1.37
	0.72		0.57
	0.72		0.76
	0.82		1.21
	0.82		0.91
	0.82		1.79
	0.82		2.40
	1.00		1.06
	1.00		0.21
	1.00		0.61
	1.00		0.18
	1.00		2.10
	1.00		0.69
	1.00		3.34
	1.00		0.32
	1.00		0.32
	1.00		0.15
	1.00		0.51
	1.00		2.10
	1.00		1.21
	1.00		1.06
	1.00		3.15
	1.00		0.51
	1.00		1.34
	1.00		0.30
	1.00		0.94
	1.00		1.37
	1.00		1.98
	1.00		0.48
	1.00		1.00
	1.00		6.61
	1.00		0.58
	1.00		0.65
	1.00		0.75
	1.00		1.00
	1.00		3.15
	1.00		0.94
	1.00		0.83
	1.00		1.74
	1.00		0.65
	1.00		1.13
	1.00		5.46
	1.00		1.74
	1.00		0.58
	1.00		1.64
	1.00		0.73
	1.00		0.48
	1.00		1.45
	1.00		1.53
	1.00		1.98
	1.00		1.53
	1.00		4.83
	1.00		0.88
	1.22		0.56
	1.22		1.10
	1.22		0.82
	1.22		0.42
	1.40		1.75
	1.40		1.31
	1.71		1.45
	1.71		0.73
	1.74		0.69
	1.74		3.34
	1.74		0.61
	1.74		2.10
	1.74		1.00
	1.74		2.10
	1.74		1.00
	1.74		1.21
	1.74		1.37
	1.74		1.06
	1.74		6.61
	1.74		1.06
	1.74		0.51
	1.74		1.98
	2.12		0.50
	2.12		0.88
	2.12		0.82
	2.12		2.76
	2.12		0.57
	2.12		0.56
	2.12		1.10
	2.12		1.17
	2.12		0.88
	2.12		3.68
	2.12		0.42
	2.12		0.76
	2.12		0.67
	2.12		1.17
	2.97		4.83
	2.97		1.00
	2.97		0.88
	2.97		1.53
	2.97		0.73
	2.97		1.53
	2.97		1.45
